,Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
0,AALR3,10.0,-4.37,1.22,1.011,0.0,0.46,-5.11,47.26,-1.04,78.03,14.21,0.021400000000000002,-0.2236,0.66,0.010700000000000001,-0.27899999999999997,775432.0,969191000.0,0.9,0.0346
1,ABCB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1441,0.0,6138130000.0,0.0,0.5527000000000001
2,ABCB4,20.93,5.79,0.83,0.0,0.0712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1441,14561400.0,6138130000.0,0.0,0.5527000000000001
3,ABEV3,11.28,12.26,2.05,2.236,0.0647,1.328,-750.57,10.53,-15.11,9.93,7.29,0.21239999999999998,0.188,0.99,0.16899999999999998,0.1675,364098000.0,86594300000.0,0.04,0.11599999999999999
4,ABYA3,4.91,-214.8,1.76,2.055,0.0,0.527,1.98,19.96,-2.75,33.67,33.67,0.10289999999999999,-0.0096,2.09,0.0278,-0.008199999999999999,0.0,292060000.0,1.31,0.1641
5,ACES3,95.27,8.79,2.28,1.693,0.0,1.438,6.4,7.2,20.77,6.54,6.54,0.2352,0.19269999999999998,2.05,0.26899999999999996,0.2595,0.0,3105800000.0,0.09,0.1334
6,ACES4,94.73,8.74,2.27,1.683,0.0,1.43,6.37,7.16,20.65,6.5,6.5,0.2352,0.19269999999999998,2.05,0.26899999999999996,0.2595,0.0,3105800000.0,0.09,0.1334
7,ADHM3,1.56,-4.09,-1.29,770.924,0.0,105.126,-1.43,-5.69,-1.27,-5.69,-5.81,-135.485,-188.606,0.0,5.2170000000000005,0.3147,2064.0,-19776000.0,0.0,0.43479999999999996
8,AEDU11,37.35,20.13,1.13,1.405,0.0,0.732,5.77,13.93,-7.31,16.14,10.82,0.1008,0.0698,2.04,0.057699999999999994,0.055999999999999994,0.0,2415400000.0,0.3,0.209
9,AEDU3,18.35,59.34,3.32,4.141,0.0,2.159,17.0,41.06,-21.55,43.27,29.01,0.1008,0.0698,2.04,0.057699999999999994,0.055999999999999994,0.0,2415400000.0,0.3,0.209
10,AELP3,1.93,8.49,-200.57,-0.062,0.0,5.216,0.0,-12.58,0.0,-11.94,-11.98,0.0049,-0.0073,0.0,0.0,-23.6383,0.0,-904000.0,0.0,0.0118
11,AERI3,5.21,-2.58,0.29,0.129,0.0,0.093,0.38,1.56,-1.65,5.31,3.94,0.0823,-0.0499,1.64,0.0816,-0.11449999999999999,1787390.0,1097230000.0,1.35,0.0353
12,AESB3,11.43,498.52,1.57,1.981,0.006500000000000001,0.352,-2.71,7.12,-0.6,17.17,8.64,0.2784,0.049100000000000005,0.52,0.0553,0.0031,50305100.0,4394450000.0,2.62,0.1489
13,AESL3,10081.9,0.0,2.26,0.0,0.0,0.632,-54.75,0.0,-1.2,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,5030750000.0,1.55,0.1426
14,AESL4,10081.9,0.0,2.26,0.0,0.0,0.632,-54.75,0.0,-1.2,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,5030750000.0,1.55,0.1426
15,AFLT3,7.49,18.44,1.81,7.878,0.0608,1.583,9.24,15.54,15.55,15.09,14.99,0.507,0.42710000000000004,4.16,0.10800000000000001,0.098,2810.4,261489000.0,0.0,0.1827
16,AFLU3,5.15,9.15,2.19,2.981,0.0,1.919,9.86,8.52,12.21,7.57,7.24,0.34979999999999994,0.3259,3.27,0.3118,0.23929999999999998,0.0,44270000.0,0.0,0.0861
17,AFLU5,5.03,8.93,2.14,2.911,0.0,1.875,9.63,8.32,11.92,7.38,7.05,0.34979999999999994,0.3259,3.27,0.3118,0.23929999999999998,0.0,44270000.0,0.0,0.0861
18,AGEI3,7.8,0.0,1.25,0.0,0.0,0.47,1.39,0.0,-12.59,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.0,1878210000.0,1.01,0.0
19,AGEN33,0.16,0.39,-0.03,0.0,0.0,0.066,-0.17,0.11,-0.02,3.73,3.61,0.0,0.0,0.09,0.8767,-0.0885,0.0,-1112630000.0,-1.11,-0.8703
20,AGIN3,5.29,8.46,1.23,1.816,0.0,0.565,1.29,10.92,3.55,14.68,14.68,0.1663,0.2183,2.72,0.0559,0.1456,0.0,1028210000.0,0.55,0.44170000000000004
21,AGRO3,25.43,11.03,1.33,2.38,0.1263,0.782,4.2,13.92,-15.91,18.39,12.5,0.171,0.2158,2.04,0.06480000000000001,0.1209,5959570.0,1957410000.0,0.54,0.1174
22,AGXY3,0.89,-0.25,0.18,0.019,0.0,0.019,-1.19,-1.44,-0.11,-12.18,27.48,-0.0129,-0.0739,0.98,-0.0285,-0.7232999999999999,425817.0,838102000.0,1.78,0.3225
23,AHEB3,27.5,2.21,2.07,0.369,0.0,0.458,1.41,1.71,-2.5,0.91,0.87,0.2163,0.1668,2.2,0.40020000000000006,0.9337000000000001,1184.0,113775000.0,0.03,0.4482
24,AHEB5,19.2,1.54,1.44,0.258,0.0,0.32,0.98,1.19,-1.75,0.4,0.38,0.2163,0.1668,2.2,0.40020000000000006,0.9337000000000001,178.7,113775000.0,0.03,0.4482
25,AHEB6,20.0,1.61,1.5,0.268,0.0,0.333,1.02,1.24,-1.82,0.45,0.43,0.2163,0.1668,2.2,0.40020000000000006,0.9337000000000001,0.0,113775000.0,0.03,0.4482
26,ALBA3,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.27,-1.27,0.095,0.0962,1.83,0.204,0.1977,0.0,354860000.0,0.03,0.1469
27,ALLD3,7.18,4.3,0.42,0.114,0.2826,0.194,0.61,3.8,1.48,4.93,3.66,0.029900000000000003,0.0264,1.89,0.0843,0.0987,832030.0,1582950000.0,0.38,0.0345
28,ALLL11,16.5,6.03,0.38,0.523,0.0,0.121,0.99,1.54,-0.27,4.63,2.96,0.3407,0.08710000000000001,2.13,0.0946,0.0633,0.0,16050700000.0,1.24,0.1481
29,ALLL3,3.97,7.25,0.46,0.629,0.0,0.146,1.19,1.85,-0.33,4.95,3.16,0.3407,0.08710000000000001,2.13,0.0946,0.0633,0.0,16050700000.0,1.24,0.1481
30,ALLL4,3.32,6.07,0.38,0.526,0.0,0.122,0.99,1.54,-0.27,4.64,2.96,0.3407,0.08710000000000001,2.13,0.0946,0.0633,0.0,16050700000.0,1.24,0.1481
31,ALOS3,20.83,22.48,0.81,4.135,0.056799999999999996,0.415,13.77,8.96,-1.31,7.06,4.63,0.46149999999999997,0.2275,1.29,0.0509,0.0361,104456000.0,13917200000.0,0.0,0.3394
32,ALPA3,9.11,-3.79,1.65,1.653,0.0,0.961,2.72,72.23,9.31,75.75,21.02,0.0229,-0.4366,3.12,0.0178,-0.43420000000000003,33427.1,3781860000.0,0.42,0.030600000000000002
33,ALPA4,8.85,-3.68,1.6,1.606,0.0,0.933,2.65,70.16,9.04,73.69,20.45,0.0229,-0.4366,3.12,0.0178,-0.43420000000000003,28903300.0,3781860000.0,0.42,0.030600000000000002
34,ALPK3,3.29,-12.27,2.03,0.503,0.0,0.287,-2.21,2.11,-0.39,5.81,3.42,0.2384,-0.0368,0.49,0.153,-0.1654,437650.0,351780000.0,3.95,0.34759999999999996
35,ALSC3,27.75,38.57,2.2,10.717,0.0095,1.202,9.41,19.33,-4.22,17.49,14.08,0.5545,0.293,5.39,0.0703,0.056900000000000006,0.0,2593960000.0,0.0,0.023399999999999997
36,ALUP11,30.04,13.26,1.25,2.882,0.0392,0.329,4.23,4.13,-0.78,7.94,7.41,0.698,0.3531,1.67,0.0897,0.0942,35450400.0,7622200000.0,1.54,-0.1215
37,ALUP3,9.98,13.21,1.24,2.872,0.0394,0.328,4.22,4.11,-0.77,7.92,7.4,0.698,0.3531,1.67,0.0897,0.0942,127631.0,7622200000.0,1.54,-0.1215
38,ALUP4,9.93,13.14,1.24,2.858,0.039599999999999996,0.327,4.2,4.09,-0.77,7.9,7.38,0.698,0.3531,1.67,0.0897,0.0942,186069.0,7622200000.0,1.54,-0.1215
39,AMAR3,1.43,-0.19,209.97,0.06,0.0,0.04,-0.15,27.64,-0.07,219.63,3.7,0.0022,-0.3164,0.59,0.0019,-1115.1,914616.0,467000.0,1655.88,-0.0833
40,AMBP3,9.53,-7.57,1.1,0.318,0.0,0.13,0.45,1.53,-0.33,6.34,4.45,0.2082,-0.0069,3.35,0.11710000000000001,-0.145,16183600.0,1449730000.0,5.56,0.815
41,AMBV3,87.0,26.65,8.76,8.045,0.0,5.266,144.35,20.59,-37.8,20.41,18.39,0.3908,0.30760000000000004,1.18,0.3243,0.32880000000000004,0.0,31105700000.0,0.1,0.2173
42,AMBV4,86.8,26.59,8.74,8.027,0.0,5.253,144.02,20.54,-37.72,20.36,18.35,0.3908,0.30760000000000004,1.18,0.3243,0.32880000000000004,0.0,31105700000.0,0.1,0.2173
43,AMER3,0.4,-0.02,-0.01,0.021,0.0,0.016,-0.01,-0.05,-0.01,-2.84,-3.33,-0.3945,-0.9925,0.22,-0.4806,0.5476,8047340.0,-31185000000.0,-0.72,0.3625
44,AMIL3,32.2,-73.28,7.7,1.129,0.0,2.003,-16.95,136.58,-5.43,138.61,50.13,0.0083,-0.015300000000000001,0.75,0.0222,-0.1051,0.0,1532980000.0,1.24,0.2847
45,AMPI3,55.0,12.41,2.74,0.247,0.0,0.177,5.68,0.98,-0.68,1.99,1.73,0.2518,0.15109999999999998,1.12,0.2122,0.22089999999999999,0.0,240799000.0,4.48,0.1412
46,ANIM3,3.1,-6.66,0.51,0.332,0.0,0.136,-5.76,1.45,-0.26,6.05,3.63,0.2286,-0.0197,0.87,0.1015,-0.0766,21522900.0,2452900000.0,1.83,0.3644
47,APER3,42.83,-35.53,1.86,2.584,0.0,0.97,582.23,15.81,-4.09,16.18,11.76,0.1635,-0.0738,1.01,0.0713,-0.052300000000000006,44263.1,470241000.0,0.27,0.4069
48,APTI4,3500.0,1.36,0.27,2.109,0.0,0.135,0.37,87.5,-1.84,55.63,17.79,0.0241,1.5530000000000002,8.39,0.0018,0.19510000000000002,0.0,250812000.0,0.22,0.0706
49,ARCE3,54.0,14.01,2.6,2.461,0.0,1.726,11.33,8.89,102.03,9.07,9.07,0.27699999999999997,0.1946,1.97,0.22039999999999998,0.1859,0.0,13495400000.0,0.17,0.48469999999999996
50,ARCZ3,3.66,-1.88,1.95,1.096,0.0,0.369,1.53,9.5,-0.84,28.18,28.18,0.11539999999999999,-0.5802,2.86,0.0403,-1.0398,0.0,1934210000.0,3.92,0.0075
51,ARCZ6,3.63,-1.86,1.94,1.087,0.0,0.366,1.52,9.42,-0.84,28.1,28.1,0.11539999999999999,-0.5802,2.86,0.0403,-1.0398,0.0,1934210000.0,3.92,0.0075
52,ARLA3,2.47,-1.62,-0.45,1.562,0.0,0.323,-0.22,-4.92,-0.21,-16.06,-16.06,-0.3172,-0.9655,0.1,-0.1371,0.28,0.0,-24319000.0,-1.02,-0.4746
53,ARLA4,3.38,-2.21,-0.62,2.137,0.0,0.442,-0.31,-6.74,-0.29,-17.87,-17.87,-0.3172,-0.9655,0.1,-0.1371,0.28,0.0,-24319000.0,-1.02,-0.4746
54,ARML3,9.88,18.0,2.69,2.349,0.0274,0.725,3.1,6.91,-2.2,10.01,7.26,0.33990000000000004,0.1305,2.4,0.1606,0.1496,8574400.0,1270840000.0,2.27,0.6529
55,ARPS3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.08,-14.08,-0.0492,-0.1159,0.91,-0.0664,0.2034,0.0,-12690000.0,-1.24,-0.1753
56,ARPS4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.08,-14.08,-0.0492,-0.1159,0.91,-0.0664,0.2034,0.0,-12690000.0,-1.24,-0.1753
57,ARTE3,7.7,-0.04,-0.04,0.0,0.0,0.103,0.0,-0.52,0.0,-15.85,-15.85,0.0,0.0,0.0,0.0,1.0290000000000001,0.0,-33570000.0,0.0,-0.6435
58,ARTE4,6.81,-0.03,-0.03,0.0,0.0,0.091,0.0,-0.46,0.0,-15.79,-15.79,0.0,0.0,0.0,0.0,1.0290000000000001,0.0,-33570000.0,0.0,-0.6435
59,ARTR3,10.01,-28.06,1.22,0.848,0.0,0.282,-5.51,3.65,-0.41,10.91,6.24,0.2322,-0.0302,0.64,0.08410000000000001,-0.0435,0.0,4713650000.0,2.73,0.11380000000000001
60,ARZZ3,49.59,13.45,1.87,1.125,0.039,0.962,6.84,10.61,-61.53,11.58,7.99,0.106,0.08310000000000001,1.43,0.1157,0.1392,113416000.0,2940190000.0,0.37,0.3617
61,ASAI3,10.79,20.9,3.1,0.213,0.0,0.35,-3.59,3.01,-0.62,5.37,4.07,0.0706,0.0102,0.77,0.1769,0.14859999999999998,123580000.0,4698000000.0,3.4,0.2864
62,ASSM3,7.12,0.33,-0.17,-9.754,0.0,0.155,-0.23,0.47,-0.09,1.95,1.95,-20.843899999999998,-29.156100000000002,0.21,0.3538,-0.5073,0.0,-9943000.0,-0.56,-0.08789999999999999
63,ASSM4,6.1,0.29,-0.15,-8.357,0.0,0.133,-0.2,0.4,-0.08,1.88,1.88,-20.843899999999998,-29.156100000000002,0.21,0.3538,-0.5073,0.0,-9943000.0,-0.56,-0.08789999999999999
64,ASTA4,25.83,-30.79,1.0,0.652,0.0,0.446,2.57,19.9,-3.3,33.2,33.2,0.032799999999999996,-0.0212,1.71,0.0252,-0.0325,0.0,515672000.0,0.85,-0.0473
65,ATMP3,2.26,0.1,0.14,0.196,0.0,0.044,-2.15,-0.46,-0.1,-1.78,-9.18,-0.4254,2.0127,0.92,-0.1027,1.4796,18500.8,419542000.0,0.57,-0.228
66,ATOM3,1.95,2.4,1.18,2.021,0.0,0.878,2.63,-96.71,5.01,-79.3,-453.16,-0.0209,0.8662000000000001,7.1,-0.0109,0.49229999999999996,33236.3,39312000.0,0.0,0.1177
67,AURA33,48.5,177.9,2.26,1.538,0.0646,0.747,3.83,6.19,-2.69,7.2,7.2,0.24850000000000003,0.0086,1.99,0.1777,0.0127,5510950.0,1520520000.0,1.07,0.015600000000000001
68,AURE3,12.27,-41.73,1.0,1.99,0.1548,0.443,5.67,13.96,-1.21,17.88,10.34,0.1426,-0.04769999999999999,1.68,0.0363,-0.0241,66384400.0,12223500000.0,0.53,0.3843
69,AUTM3,19.7,20.0,1.9,0.709,0.0,0.547,4.08,6.78,-2.42,8.22,8.99,0.1047,0.0431,1.48,0.1193,0.095,0.0,1304250000.0,0.97,0.2821
70,AVIL3,0.93,12.97,4.16,2.338,0.0,2.227,3.89,10.0,9.02,9.4,9.4,0.23379999999999998,0.1801,5.14,0.40990000000000004,0.32030000000000003,0.0,1106590000.0,0.52,0.0174
71,AVLL3,3.48,-1.43,-8.88,1.395,0.0,0.496,-3.62,8.16,-0.74,11.54,11.26,0.1709,-0.9669,0.73,0.0784,6.2181,7042.49,-76542000.0,-7.14,0.2748
72,AZEV3,1.42,-5.01,0.79,0.732,0.0,0.324,-1.4,-2.5,-0.9,-2.85,-4.32,-0.29359999999999997,-0.1463,0.5,-0.1459,-0.1585,576373.0,300241000.0,0.12,3.4995999999999996
73,AZEV4,1.34,-4.72,0.75,0.691,0.0,0.306,-1.32,-2.35,-0.85,-2.71,-4.11,-0.29359999999999997,-0.1463,0.5,-0.1459,-0.1585,4421940.0,300241000.0,0.12,3.4995999999999996
74,AZUL4,7.68,-1.01,-0.12,0.143,0.0,0.128,-0.28,1.0,-0.07,10.84,5.65,0.1423,-0.14150000000000001,0.34,0.155,0.11869999999999999,124254000.0,-22368400000.0,-1.23,0.24960000000000002
75,B3SA3,10.39,14.44,2.9,5.805,0.053099999999999994,1.194,6.47,11.12,-5.79,10.57,8.7,0.5219,0.4022,1.93,0.1668,0.2009,521593000.0,19875000000.0,0.71,0.0742
76,BAHI11,2.0,-6.66,0.5,0.142,0.0,0.094,-0.45,-16.17,-0.13,-45.05,11.15,-0.0088,-0.0177,0.24,-0.0060999999999999995,-0.0754,0.0,105139000.0,1.06,0.42619999999999997
77,BAHI3,6.7,-22.29,1.68,0.476,0.0,0.315,-1.52,-54.16,-0.42,-83.04,20.56,-0.0088,-0.0177,0.24,-0.0060999999999999995,-0.0754,32286.0,105139000.0,1.06,0.42619999999999997
78,BAHI4,86.0,-286.17,21.59,6.106,0.0,4.038,-19.53,-695.13,-5.41,-724.01,179.23,-0.0088,-0.0177,0.24,-0.0060999999999999995,-0.0754,0.0,105139000.0,1.06,0.42619999999999997
79,BAHI5,65.0,-216.29,16.32,4.615,0.0,3.052,-14.76,-525.39,-4.09,-554.27,137.21,-0.0088,-0.0177,0.24,-0.0060999999999999995,-0.0754,0.0,105139000.0,1.06,0.42619999999999997
80,BALM3,9.9,9.48,0.65,0.579,0.0784,0.38,0.82,4.32,1.27,2.48,2.03,0.134,0.045,2.86,0.1219,0.0682,196.26,149905000.0,0.13,0.028399999999999998
81,BALM4,10.0,9.58,0.65,0.585,0.0776,0.383,0.83,4.37,1.29,2.53,2.07,0.134,0.045,2.86,0.1219,0.0682,2678.49,149905000.0,0.13,0.028399999999999998
82,BAUH4,78.49,21.07,3.73,1.815,0.0104,2.394,24.67,29.06,30.68,26.93,19.1,0.0625,0.0862,1.29,0.13849999999999998,0.1771,16615.9,109814000.0,0.03,0.0513
83,BAZA3,85.76,3.8,0.79,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2069,293925.0,6113980000.0,0.0,0.2071
84,BBAS3,26.61,4.45,0.9,0.0,0.0788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2034,487069000.0,168546000000.0,0.0,0.2877
85,BBDC3,11.14,7.88,0.74,0.0,0.1231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09369999999999999,85562000.0,160563000000.0,0.0,-0.14679999999999999
86,BBDC4,12.4,8.77,0.82,0.0,0.1217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09369999999999999,505541000.0,160563000000.0,0.0,-0.14679999999999999
87,BBSE3,32.9,8.09,5.47,0.0,0.0872,3.686,0.0,7.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.677,150391000.0,12020300000.0,0.0,0.0
88,BBTG11,15.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,BBTG12,3.15,44.37,29554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.1110000000001,0.0,9000.0,0.0,0.0
90,BBTG13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.1110000000001,0.0,9000.0,0.0,0.0
91,BCAL6,0.28,-1.7,-0.07,1.946,0.0,13.03,-0.09,38.77,-0.07,452.65,452.65,0.050199999999999995,-1.1449,0.01,0.3897,0.040999999999999995,0.0,-290863000.0,-0.74,0.3774
92,BDLL3,13.01,0.25,-0.1,0.99,0.0,0.037,-0.1,-0.56,-0.04,-5.05,-5.36,-1.7584,3.8928,0.55,-0.07150000000000001,-0.3961,264.33,-206703000.0,-0.94,-0.0688
93,BDLL4,9.8,0.19,-0.08,0.745,0.0,0.028,-0.07,-0.42,-0.03,-4.92,-5.21,-1.7584,3.8928,0.55,-0.07150000000000001,-0.3961,2945.63,-206703000.0,-0.94,-0.0688
94,BECE3,9.1,-3.42,8.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.552,0.0,96496000.0,0.0,0.1281
95,BECE4,8.75,-3.29,8.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.552,0.0,96496000.0,0.0,0.1281
96,BEEF3,6.45,39.04,180.26,0.141,0.0301,0.12,0.36,1.88,-0.38,6.19,4.93,0.0753,0.0034000000000000002,2.02,0.1623,4.6175999999999995,57116500.0,21730000.0,1141.0,0.1354
97,BEES3,8.72,7.48,1.21,0.0,0.0761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16210000000000002,135657.0,2271980000.0,0.0,0.1249
98,BEES4,9.59,8.22,1.33,0.0,0.0692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16210000000000002,30144.4,2271980000.0,0.0,0.1249
99,BELG3,1375.5,0.36,0.07,0.063,0.0,0.044,0.29,0.23,2.6,0.41,0.41,0.27699999999999997,0.1946,1.97,0.22039999999999998,0.1859,0.0,13495400000.0,0.17,0.48469999999999996
100,BELG4,1370.0,0.36,0.07,0.062,0.0,0.044,0.29,0.23,2.59,0.4,0.4,0.27699999999999997,0.1946,1.97,0.22039999999999998,0.1859,0.0,13495400000.0,0.17,0.48469999999999996
101,BEMA3,10.8,15.32,1.22,1.293,0.0,0.808,3.18,14.34,11.45,14.43,8.11,0.0901,0.08439999999999999,2.66,0.0696,0.0795,0.0,457342000.0,0.19,0.1058
102,BERG3,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.49,-10.49,-0.086,-0.326,0.46,-0.0558,-1.0271,0.0,9538000.0,2.86,-0.08
103,BESP3,330.0,10.38,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2377,0.0,5183100000.0,0.0,0.0183
104,BESP4,344.0,10.82,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2377,0.0,5183100000.0,0.0,0.0183
105,BFIT3,0.98,18.49,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1115,0.0,1849420000.0,0.0,0.3567
106,BFIT4,0.93,17.55,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1115,0.0,1849420000.0,0.0,0.3567
107,BGIP3,24.6,8.92,0.67,0.0,0.0849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0757,4893.37,676771000.0,0.0,0.012199999999999999
108,BGIP4,23.46,8.5,0.64,0.0,0.09789999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0757,11402.3,676771000.0,0.0,0.012199999999999999
109,BHGR3,19.1,-272.16,1.1,3.613,0.0,0.855,-194.45,23.7,-8.56,25.95,14.2,0.1524,-0.0131,0.96,0.0393,-0.004,0.0,1077600000.0,0.2,0.20670000000000002
110,BHIA3,5.71,-0.21,0.17,0.02,0.0,0.017,-0.11,0.77,-0.03,10.63,4.13,0.0255,-0.09300000000000001,0.71,0.0315,-0.8086,38463500.0,3202000000.0,2.77,0.0189
111,BICB3,8.0,-2.35,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.91,0.0,944626000.0,0.0,-0.3119
112,BICB4,8.25,-2.43,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.91,0.0,944626000.0,0.0,-0.3119
113,BIDI11,10.4,229.93,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004699999999999999,0.0,8348550000.0,0.0,0.37
114,BIDI3,3.4,225.51,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004699999999999999,0.0,8348550000.0,0.0,0.37
115,BIDI4,3.41,226.17,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004699999999999999,0.0,8348550000.0,0.0,0.37
116,BIOM3,13.9,-22.21,5.46,14.396,0.0,3.256,7.34,-24.46,16.24,-23.41,-23.35,-0.5886,-0.6483,3.77,-0.2489,-0.2459,3526470.0,322883000.0,0.48,0.5934
117,BIOM4,8.68,-13.87,3.41,8.99,0.0,2.033,4.58,-15.27,10.14,-14.22,-14.19,-0.5886,-0.6483,3.77,-0.2489,-0.2459,0.0,322883000.0,0.48,0.5934
118,BISA3,1.58,-1.77,1.18,1.692,0.0,0.321,0.86,-4.02,-7.64,-6.21,-9.28,-0.4205,-0.9636,2.22,-0.085,-0.6694,0.0,1788370000.0,0.77,-0.24230000000000002
119,BLAU3,9.64,7.27,0.86,1.173,0.0338,0.547,1.44,8.16,3.64,8.9,7.37,0.1437,0.1598,3.82,0.08449999999999999,0.11779999999999999,2555230.0,2019480000.0,0.3,0.08410000000000001
120,BLUT3,5.14,-5.63,0.46,0.0,0.0,0.138,-0.76,-42.93,-0.2,-53.97,-53.97,0.0,0.0,0.0,-0.0033,-0.0824,3091.81,56569000.0,0.12,0.0
121,BLUT4,1.52,-1.66,0.14,0.0,0.0,0.041,-0.22,-12.69,-0.06,-23.74,-23.74,0.0,0.0,0.0,-0.0033,-0.0824,10453.2,56569000.0,0.12,0.0
122,BMEB3,25.2,5.1,1.58,0.0,0.047599999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3096,16937.2,1672510000.0,0.0,0.1943
123,BMEB4,26.2,5.3,1.64,0.0,0.050300000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3096,457180.0,1672510000.0,0.0,0.1943
124,BMEF3,11.0,0.0,4.16,0.0,0.0,3.482,10.24,0.0,11.3,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,2674780000.0,0.0,0.0
125,BMGB11,33.6,17.74,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0693,0.0,3985940000.0,0.0,-0.121
126,BMGB4,3.1,6.55,0.45,0.0,0.1418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0693,1559820.0,3985940000.0,0.0,-0.121
127,BMIN3,20.01,12.25,0.71,0.0,0.0636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057699999999999994,0.0,136460000.0,0.0,0.266
128,BMIN4,15.3,9.37,0.54,0.0,0.0915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057699999999999994,3135.19,136460000.0,0.0,0.266
129,BMKS3,329.0,8.46,0.72,10.197,0.1193,0.618,0.85,-34.67,0.98,4.1,4.21,-0.29410000000000003,1.2058,19.87,-0.0633,0.08460000000000001,17368.1,209194000.0,0.03,-0.028300000000000002
130,BMOB3,13.01,12.35,1.02,0.842,0.0401,0.781,1.74,11.69,1.88,6.09,3.77,0.07200000000000001,0.0682,3.22,0.12269999999999999,0.08289999999999999,4986990.0,1105870000.0,0.0,0.8841
131,BMTO3,7.82,17.84,2.14,0.0,0.0,2.097,0.0,-2711.85,0.0,-2710.74,-1526.3,0.0,0.0,0.0,0.0,0.12,0.0,1046320000.0,0.0,0.0
132,BMTO4,7.57,17.27,2.07,0.0,0.0,2.03,0.0,-2625.16,0.0,-2624.05,-1477.48,0.0,0.0,0.0,0.0,0.12,0.0,1046320000.0,0.0,0.0
133,BNBR3,116.0,4.78,0.89,0.0,0.049800000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1855,9832.58,11299100000.0,0.0,0.1435
